run_id,step_idx,time_s,episode,r1_target_x,r1_target_y,r1_target_z,r1_meas_x,r1_meas_y,r1_meas_z,r2_target_x,r2_target_y,r2_target_z,r2_meas_x,r2_meas_y,r2_meas_z,kuka_x,kuka_y,kuka_z,dist_r1_r2,dist_r1_kuka,dist_r2_kuka,dist_min,reward_r1,reward_r2,in_collision,pos_err_r1,pos_err_r2,dt
20260410_083313_ep01,11,2,1,233.333333333333,-106.666666666667,170,233.423282711368,-106.598792665527,170.423266378354,274.998804382655,-15.7601843772382,170,276.134966083505,-16.4178070600129,168.96242464805,1001.91060193078,5.64935168379171,299.016384559608,99.7949503723744,787.215723772391,737.666093549937,99.7949503723744,-17.5932223841072,-20.1159541140702,0,0.438009357987103,1.67328826397425,0.2
20260410_083313_ep01,12,2.2,1,228.666666666667,-117.333333333333,162,228.124358785318,-116.448610268215,162.420697271582,283.074793717263,-34.5716752845394,175.793609674799,281.394585107444,-35.8333872228449,177.060140640059,1000.83033198934,-4.67554502798153,300.434322248337,97.7284221769906,792.852760490615,730.602349920432,97.7284221769906,-18.9327986785196,-21.5824628003238,0,1.11974056568528,2.45338922181838,0.2
20260410_083313_ep01,13,2.4,1,224,-128,154,223.794699035144,-125.244433695773,154.628959138981,288.700558496708,-56.6062802794944,180.77264489519,287.570143987701,-56.2290883389184,182.05949001088,1000.50234509621,-0.721084825296836,300.593156205054,97.892079850909,800.053984859015,724.84735762292,97.892079850909,-19.4356490902554,-21.2370928078372,0,2.83388139160184,1.75387601442798,0.2
20260410_083313_ep01,14,2.6,1,219.333333333333,-138.666666666667,146,221.53678509512,-136.121365280267,146.181072440818,291.129951534419,-80.1140848327715,183.640945464647,291.165900814519,-82.1479264256532,183.639936209949,1001.06304098225,2.95508930824303,301.617176572606,95.7314594714431,806.947226468984,724.648260985228,95.7314594714431,-20.6800366356628,-23.0760661208267,0,3.37143085988024,2.03415953019188,0.2
20260410_083313_ep01,15,2.8,1,214.666666666667,-149.333333333333,138,214.979207999904,-151.663829079478,138.660733450136,294,-101.333333333333,186,295.225234420242,-101.532522871305,186.501539666857,999.924105323812,-0.940672426641374,301.794340617965,106.0250694782,815.762548523665,721.118332161789,106.0250694782,-18.4028762999552,-18.2363558472042,0,2.44242936436409,1.33881212050596,0.2
20260410_083313_ep01,16,3,1,210,-160,130,206.66022968483,-160.323570445852,129.400615015782,300,-120,190,301.568105019295,-120.784248639444,190.890001584528,1003.0552636051,-0.0889593138209201,300.312474473875,119.799029336693,830.139171682026,720.156138694517,119.799029336693,-14.1241052380036,-14.7968000042001,0,3.40852254662173,1.96624060086016,0.2
20260410_083313_ep01,17,3.2,1,210,-160,130,207.675415621128,-158.568095754531,129.81481394346,300,-120,190,298.688010156859,-118.426207328413,188.243060865224,1004.78473507576,-2.11696707834143,302.287150357216,115.362574559043,830.425752041386,724.642310838117,115.362574559043,-11.7820853618023,-12.3878045140327,0,2.73648244617483,2.69906944055774,0.2
20260410_083313_ep01,18,3.4,1,214.666666666667,-149.333333333333,138,216.060994840296,-150.441627709738,137.685914989835,298.666666666667,-112,194,297.205271758462,-112.072497851165,195.538459047289,999.398720019525,2.03207001564095,299.677258485539,106.787174588504,814.314076726273,718.985661009504,106.787174588504,-16.7714122688623,-15.8549206178124,0,1.80862292204816,2.12315502409432,0.2
20260410_083313_ep01,19,3.6,1,219.333333333333,-138.666666666667,146,220.366897368534,-138.075993586321,146.571403892102,297.373230590504,-103.982267885702,198.026598171447,296.978304455581,-104.889024549667,198.856454125013,1001.1025362855,-3.17941542806033,296.457378635936,98.5109592256368,806.356639520505,718.09589812443,98.5109592256368,-19.3274123921722,-17.3356818119988,0,1.32047404768703,1.29105972106602,0.2
20260410_083313_ep01,20,3.8,1,224,-128,154,225.446915967624,-131.20220188429,153.896250872632,302.039897257171,-93.3156012190352,206.026598171447,302.412110578469,-93.0666379816112,205.953089037411,1001.17129382918,-3.62503995742647,296.941850228634,100.438423003224,799.05336877403,710.312009118127,100.438423003224,-18.7323054022277,-18.0925576134151,0,3.51545539106172,0.453794053429071,0.2
20260410_083313_ep01,21,4,1,228.666666666667,-117.333333333333,162,229.123961633896,-116.619883436351,161.652039294816,306.706563923838,-82.6489345523685,214.026598171447,306.957573424385,-82.1752052915116,213.644501531405,1002.48136840988,-2.21209589964044,301.173537838558,99.7382730263426,794.126607676764,705.555653688278,99.7382730263426,-19.0487599261254,-18.2114070896998,0,0.916081925871467,0.658348710250866,0.2
20260410_083313_ep01,22,4.2,1,233.333333333333,-106.666666666667,170,233.509110912063,-107.387916978559,170.019286868394,311.373230590504,-71.9822678857019,222.026598171447,311.303114522234,-73.8257135024399,220.78713647399,1000.73028610807,-0.860491825967323,299.257449846165,98.7709626026204,785.28907209298,697.704334640306,98.7709626026204,-18.3103467990746,-18.7020836386214,0,0.742611441389034,2.22249258814575,0.2
20260410_083313_ep01,23,4.4,1,238,-96,178,238.712825160338,-96.691126532846,177.494499417599,316.039897257171,-61.3156012190352,230.026598171447,315.987961224007,-62.9597469810576,230.699107972821,999.154398279616,-0.719772098857249,302.326610664441,99.6994633467993,776.572561322096,689.725086055618,99.6994633467993,-18.4409404395884,-19.1190978619014,0,1.11413932361408,1.77712747749305,0.2
20260410_083313_ep01,24,4.6,1,242.666666666667,-85.3333333333333,186,244.405632645806,-84.9540658530935,185.911853856824,320.706563923837,-50.6489345523685,238.026598171447,318.713469474359,-48.8178806333035,239.070743162039,997.361465470988,3.03368244623469,302.366894614272,98.2514427809684,766.972037661131,683.562791448375,98.2514427809684,-19.5575076856314,-20.400390203175,0,1.78202588104917,2.90093479768908,0.2
20260410_083313_ep01,25,4.8,1,247.333333333333,-74.6666666666667,194,248.322314718769,-73.6254702910891,193.569062557051,325.373230590504,-39.9822678857019,246.026598171447,325.080912429356,-40.0523627348745,246.806334796997,1004.01740744034,1.34584627537318,300.463011779225,99.263503006024,766.891183839981,682.310497465658,99.263503006024,-18.8016845906267,-18.2420607964187,0,1.49929355130681,0.835674817402676,0.2
20260410_083313_ep01,26,5,1,252,-64,202,252.727406098192,-64.9551581680381,200.512361306708,330.039897257171,-29.3156012190352,254.026598171447,330.700757393618,-29.7129643192514,254.951123003435,1000.1647596786,-3.03686491994615,300.87189257178,101.417131267791,756.682567581532,671.567108867261,101.417131267791,-17.8240129825533,-18.0606836523786,0,1.91167874901495,1.20390187237979,0.2
20260410_083313_ep01,27,5.2,1,256.666666666667,-53.3333333333333,210,258.559950256489,-53.9778967757787,211.437504990388,334.706563923838,-18.6489345523685,262.026598171447,335.215451509005,-17.0246877136051,261.564202951614,1000.61170231343,1.68325598329516,301.729398149474,98.7638161512774,749.594285348748,666.86985285529,98.7638161512774,-20.0077253197413,-19.2717014620544,0,2.46300738533514,1.76378958691094,0.2
20260410_083313_ep01,28,5.4,1,261.333333333333,-42.6666666666667,218,263.326615610687,-43.0051717485821,218.83959690447,339.373230590504,-7.98226788570188,270.026598171447,339.504397105874,-6.92787070884327,270.281260587564,998.095939821519,2.18671863606347,301.024786697733,98.7464976914367,740.731174029509,659.371716312723,98.7464976914367,-19.2555043824168,-18.6930922104862,0,2.18921969881725,1.09261658760236,0.2
20260410_083313_ep01,29,5.6,1,266,-32,226,265.069619616015,-29.3797502188302,223.838554040134,344.039897257171,2.68439878096481,278.026598171447,345.177148103708,2.74481169767939,277.245995673944,1003.04354471099,1.48822867737447,297.717310329926,101.496593147766,742.304800518054,658.18602956131,101.496593147766,-19.2734698120539,-17.8485454646253,0,3.52181277356509,1.38069890546903,0.2
20260410_083313_ep01,30,5.8,1,270.666666666667,-21.3333333333333,234,270.210694527684,-22.4983423832031,235.577007241672,348.706563923838,13.3510654476315,286.026598171447,353.49639664139,12.8828927294148,286.903986933333,1002.8538271654,-0.716141406229867,301.306486710759,104.032681494498,735.908138663982,649.659478731749,104.032681494498,-17.7764226253244,-19.6512686423343,0,2.01298497711516,4.89198264466525,0.2
20260410_083313_ep01,31,6,1,275.333333333333,-10.6666666666667,242,272.059299126257,-9.8207439373285,239.122108047786,353.373230590504,24.0177321142981,294.026598171447,352.855221357795,25.0572151289234,293.211349553321,1001.00970880575,-1.71960282062785,297.952837555828,103.296171877355,731.36542370674,648.724686817837,103.296171877355,-18.8874263114208,-17.4849835151266,0,4.44039945745159,1.41897456362809,0.2
20260410_083313_ep01,32,6.2,1,280,0,250,279.066295010067,1.66059171586634,250.892931392611,380,0,250,380.482291338823,-1.6116550587345,248.958605148497,999.983507186046,-1.07978795568099,297.881964508848,101.487208693148,722.452147706357,621.430232938425,101.487208693148,-19.3812236137658,-29.4975593290807,0,2.10397156039209,1.9785196993166,0.2
20260410_083313_ep01,33,6.4,1,280,0,250,281.818747321521,-2.97326466779455,249.39333125375,380,0,250,379.141742098506,-3.45237377683595,249.838265450417,996.953298626122,-1.88680930058271,298.687095357282,97.3251911086676,716.832255157643,619.741703094503,97.3251911086676,-18.2174593085136,-17.4407932904417,0,3.53782299896046,3.5611303521481,0.2
20260410_083313_ep01,34,6.6,1,278,0,248,277.98015272961,-1.59010442214865,247.38104692946,378,0,248,377.209085019257,1.41618439370424,249.575801380422,996.612310348913,-2.84364863038718,301.53612002352,99.2987196437485,720.670882774849,621.593417307218,99.2987196437485,-16.4766540249637,-16.9279939633182,0,1.70643748523352,2.2614762289876,0.2
20260410_083313_ep01,35,6.8,1,276,0,246,277.017662448711,0.622552462555227,245.60196769898,376,0,246,374.933916168067,1.26173403481179,244.699931326655,995.913190547505,1.73110783498394,298.257230498413,97.9224946839724,720.822159700945,623.284737351358,97.9224946839724,-16.2575763993761,-17.276016626895,0,1.25763195761143,2.10206709377293,0.2
20260410_083313_ep01,36,7,1,274,0,244,276.74022898884,2.03072480491988,242.686244889069,374,0,244,372.819190527419,-1.85866032615038,243.861978093544,998.339600662496,0.0908434180280718,300.397646640704,96.1648403294976,723.906086610515,628.073137364175,96.1648403294976,-18.0214046675611,-17.4500211219415,0,3.65494878706796,2.20634976039696,0.2
20260410_083313_ep01,37,7.2,1,272,0,242,272.548773866546,0.0169857323071495,240.989070748075,372,0,242,374.864436505591,3.71407915705665,240.815081573781,1001.81254775952,-3.63756446114052,299.934333021514,102.382584423773,731.651249977899,629.772234034256,102.382584423773,-15.4177095427412,-17.6919503936872,0,1.15039959323033,4.83770732436747,0.2
20260410_083313_ep01,38,7.4,1,270,0,240,268.954109319674,-0.958779245930127,241.142323678769,370,0,240,371.19210383602,1.64946745659021,239.678588148576,999.653442102479,1.46392056835761,300.124197367127,102.281733439006,733.079972327314,631.361512761998,102.281733439006,-15.4765402677436,-15.7548585838859,0,1.82155108209864,2.06037861191549,0.2
20260410_083313_ep01,39,7.6,1,268,0,238,269.217830659312,-1.52869737968067,238.779894070366,368,0,238,369.053985968569,2.50516513177154,239.177123089602,1002.70626330545,1.41280452988558,299.126556498548,99.9184054345794,735.972589792172,636.48278562107,99.9184054345794,-15.972316094844,-16.3791738983883,0,2.10434359228603,2.9618165924745,0.2
20260410_083313_ep01,40,7.8,1,266,0,236,267.453828751643,-0.693014996162807,234.914613174129,366,0,236,365.492926677614,1.37412985348681,235.239384430702,997.793543783956,-2.2460002021945,300.836761961954,98.0614260876146,733.310466867434,635.704484547386,98.0614260876146,-16.8932134427269,-17.0218722247592,0,1.94215148373779,1.6504218408568,0.2
20260410_083313_ep01,41,8,1,264,0,234,264.817694372526,0.73550227517967,233.487877702499,364,0,234,363.817163253265,-1.25528103122072,234.224467241635,1002.71536721812,-0.319662218946517,298.187751995061,99.0222228643169,740.729480104932,642.092744242235,99.0222228643169,-16.0017941923641,-16.0289535256865,0,1.21320110915465,1.28823339727966,0.2
20260410_083313_ep01,42,8.2,1,262,0,232,261.299457309855,-0.827348727655747,231.944127634635,362,0,232,362.053677598801,-0.490135847165482,231.343110849359,1003.91289821528,-0.221719069582583,299.678183489399,100.756577153735,745.696313336206,645.486648421696,100.756577153735,-15.6492495830757,-15.346161740056,0,1.08553567379475,0.82135119743018,0.2
20260410_083313_ep01,43,8.4,1,260,0,230,259.867296407288,1.0807172037593,231.49964869038,360,0,230,357.35626407799,-1.79349639894379,231.553177302466,1000.14049344936,-0.92863995728216,300.671506084164,97.5313425860914,743.500631896439,646.490260467078,97.5313425860914,-16.5243661953642,-17.9870099899861,0,1.85324205450316,3.55222869354489,0.2
20260410_083313_ep01,44,8.6,1,258,0,228,259.017451374159,-2.07896829152282,227.509524159963,358,0,228,360.820079451446,-0.649714814998911,228.787767993451,1000.3251614077,-3.25521370366926,299.979791714829,101.820684324161,744.84256335679,643.460832307513,101.820684324161,-16.2385435797696,-16.4095298091739,0,2.36598457425131,2.99925921934139,0.2
20260410_083313_ep01,45,8.8,1,256,0,226,257.4234511278,1.04937602229332,226.529847435448,356,0,226,357.771065464981,-0.0854215327475145,225.051714039553,998.669762753126,0.991521481757653,302.575659981209,100.364915916821,745.136942750152,645.571268092272,100.364915916821,-16.0157984968514,-16.4006412468714,0,1.84611523319923,2.01077497057373,0.2
20260410_083313_ep01,46,9,1,254,0,224,254.697025934913,0.611281058323755,224.002255466946,354,0,224,355.616784227754,1.07420211160675,224.38000527913,999.769378532073,-2.82942589811114,299.722953915849,100.921526963813,748.918068444484,648.555597439339,100.921526963813,-15.4218543278866,-15.6456718634404,0,0.927100195954123,1.9779548599152,0.2
20260410_083313_ep01,47,9.2,1,252,0,222,252.23461766385,1.6558807899325,222.456031301603,352,0,222,350.835750414032,-2.00007341120533,222.429194171152,996.385944808755,0.296458707935734,301.630166716977,98.6688912523671,748.352583638683,650.394589149574,98.6688912523671,-16.3051637056005,-17.345285388169,0,1.73347950282086,2.3537158675565,0.2
20260410_083313_ep01,48,9.4,1,250,0,220,250.538346135202,1.04478987566658,220.084865977744,350,0,220,351.870396242059,0.976982363933603,219.557435066706,994.348221703789,0.889061593522757,301.068635961327,101.333445417015,748.205537433003,647.627855956936,101.333445417015,-15.2386229207393,-16.0487374094312,0,1.17839071608728,2.15609377391788,0.2
20260410_083313_ep01,49,9.6,1,250,0,220,250.721660390416,0.557764214528705,217.236636246255,350,0,220,351.688758207296,-0.660078484049398,220.207432585342,1000.71437263312,2.80366482292401,297.84963821391,101.018135071334,754.315960704098,653.662418832063,101.018135071334,-16.1736606748883,-15.3500006489134,0,2.9099955109268,1.825003058977,0.2
20260410_083313_ep01,50,9.8,1,250,0,220,249.19407573502,-0.305614552542174,220.403849871223,350,0,220,350.006432276042,-1.06542605402555,219.76648763812,996.548910854203,2.4921969125092,297.894363309908,100.817234516169,751.366659493224,651.255555250126,100.817234516169,-15.4333407679637,-15.0440274942107,0,0.951844994784616,1.09073464872188,0.2
20260410_083313_ep02,51,10,2,300,120,190,303.003336283293,120.184724478776,191.619197185774,250,0,220,250.61313179043,-4.73732723313672,219.531773956339,1000.93094432456,-1.21520457566722,302.410153931393,138.308945743543,717.018496928247,754.889429665901,138.308945743543,-5.04880578811879,-5.74016764648741,0,3.41700914397671,4.79973286071395,0.2
20260410_083313_ep02,52,10.2,2,296.666666666667,112,192,296.644520062802,115.772514692037,192.379921097084,250,0,220,250.23193497958,1.73323216411999,221.173453973665,998.460067993232,5.21331420317925,299.591906489591,126.444270526996,718.514307402036,752.334303151921,126.444270526996,-10.5702749236618,-9.45477793099764,0,3.79166159008274,2.10591590473173,0.2
20260410_083313_ep02,53,10.4,2,293.333333333333,104,194,293.031426001691,105.399670771168,195.387056066489,250,0,220,251.114998740177,2.11969717218492,219.288060531514,1003.21009084747,0.370297124320485,298.404872795507,113.995604456547,725.256903375901,756.247021782715,113.995604456547,-14.1308068357967,-12.0656680621608,0,1.99352723486406,2.49863884928445,0.2
20260410_083313_ep02,54,10.6,2,290,96,196,288.586308301186,95.8120838067178,195.3272467763,250,0,220,248.371675680438,1.26854495429712,220.247155825755,999.863295648463,-1.71845962966726,300.319762715742,105.719909584685,725.569147660034,755.751413794714,105.719909584685,-16.0818977298236,-14.4479494364175,0,1.57684292654437,2.07887767628453,0.2
20260410_083313_ep02,55,10.8,2,286.666666666667,88,198,285.696935162176,85.1847788203792,199.150029584149,249.190082216874,-1.94380267950336,220.485950669876,250.071998981459,-3.64129456762494,220.841603715924,999.074491537275,1.24594005619293,298.694695957428,98.1311967710856,725.163710617234,753.053598948081,98.1311967710856,-19.3300458183965,-17.0999620052989,0,3.19193006273721,1.94569909776913,0.2
20260410_083313_ep02,56,11,2,283.333333333333,80,200,280.36595263601,81.049070187556,198.008686714942,245.85674888354,-9.94380267950335,222.485950669876,247.475076468525,-9.85053918548391,221.253091240446,996.417430626079,-1.28696812880757,300.863631273773,99.4225882834549,728.071481351657,753.210344249666,99.4225882834549,-18.0236341528514,-17.1547249204834,0,3.7244093572692,2.03657178227801,0.2
20260410_083313_ep02,57,11.2,2,280,72,202,278.689719062889,70.378505789994,204.255275165602,242.523415550207,-17.9438026795034,224.485950669876,244.98426605009,-17.5250471670916,223.561004185925,1001.14290766101,-2.76233132892413,299.039722567569,96.1030871423147,732.306140380749,760.059777905877,96.1030871423147,-20.0541248572553,-18.828202514453,0,3.07121241203184,2.66207951799369,0.2
20260410_083313_ep02,58,11.4,2,276.666666666667,64,204,277.203789605381,64.9580999536942,202.180083149741,239.190082216874,-25.9438026795034,226.485950669876,238.440123773887,-25.4030600431488,226.181626974729,998.103725361898,1.39900401260055,300.62283824749,101.211832957681,730.361179199603,763.772631187497,101.211832957681,-16.5001360558333,-17.0690365800154,0,2.12568904462023,0.973372064734755,0.2
20260410_083313_ep02,59,11.6,2,273.333333333333,56,206,274.582573768911,56.8629313763306,206.198857399293,235.85674888354,-33.9438026795033,228.485950669876,235.348415681044,-31.957686761569,226.962021958166,1000.01554624656,0.411228713720069,300.648174059897,99.2951679074123,733.730513001141,768.890900107358,99.2951679074123,-17.6052973625925,-17.5866117988903,0,1.53127283375383,2.55448973429265,0.2
20260410_083313_ep02,60,11.8,2,270,48,208,269.10522342554,48.1977809824407,205.940522798759,232.523415550207,-41.9438026795034,230.485950669876,233.293484243649,-39.6713633888144,230.418157283377,1000.38151711701,1.81484891131686,300.51564659435,97.9929680422571,738.823962892104,771.400553536378,97.9929680422571,-18.5498292332602,-18.2340067200997,0,2.25414923588679,2.40032957439993,0.2
20260410_083313_ep02,61,12,2,266.666666666667,40,210,265.566478568229,42.6407893115349,209.454504437138,229.190082216874,-49.9438026795034,232.485950669876,229.41765112114,-50.0951080463842,232.856137840968,1000.20771216956,-1.22176476871391,299.771322065715,102.246373190178,741.47069618717,775.231296952078,102.246373190178,-16.9667291412878,-16.7202308994799,0,2.91234397847536,0.460129831545077,0.2
20260410_083313_ep02,62,12.2,2,263.333333333333,32,212,263.891396186208,30.0386114664081,212.237016779501,225.85674888354,-57.9438026795034,234.485950669876,226.588449864607,-56.5263170754337,232.970670321752,999.724125293541,-0.972439387568647,300.935257158084,96.5136314047737,741.807837884496,778.1029437105,96.5136314047737,-19.5617910489387,-18.1386382188446,0,2.05296275690262,2.20016506127383,0.2
20260410_083313_ep02,63,12.4,2,260,24,214,259.444917990153,24.1341448916974,215.531432946922,222.523415550207,-65.9438026795034,236.485950669876,224.928860781214,-69.8250461189088,237.015707886107,1002.01277193818,-0.5652552755658,298.785059465689,102.378034022347,747.628413327185,782.605760521368,102.378034022347,-16.4465986213474,-19.4044485262614,0,1.634441115655,4.59683152872193,0.2
20260410_083313_ep02,64,12.6,2,256.666666666667,16,216,256.327679683666,14.6088320110099,216.241966436668,219.190082216874,-73.9438026795033,238.485950669876,219.19913709253,-76.0830767033873,239.449576476216,996.769803761614,-0.557447341041234,300.635311838923,100.708212897211,745.390362083273,783.622330313945,100.708212897211,-17.3213465088139,-17.4632771732483,0,1.45217364826273,2.34630561408427,0.2
20260410_083313_ep02,65,12.8,2,253.333333333333,8,218,251.924186216482,10.7650479488134,217.971417123298,215.85674888354,-81.9438026795033,240.485950669876,216.336207543494,-80.8390284938975,241.047520754213,998.759726633218,-2.18493022207638,299.49546790726,100.947103008139,751.383522058084,788.536107560146,100.947103008139,-17.0907886910917,-16.1236691989734,0,3.1035467995518,1.32882187196344,0.2
20260410_083313_ep02,66,13,2,250,0,220,248.662110019757,-1.40080708541908,221.118229188681,350,0,220,349.782917071455,-0.121793267033254,222.025230893063,1000.47615937457,1.40243629717181,298.885648734059,101.132962713579,755.830665244195,655.218698363677,101.132962713579,-18.3260260620035,-54.2610121848765,0,2.23665969879462,2.04047023207368,0.2
20260410_083313_ep02,67,13.2,2,250,0,220,249.65348763112,-1.43907736405495,219.483644589772,350,0,220,349.287400644733,-2.16627001843412,219.677950407928,1001.018882646,-2.94467029252435,301.511597109555,99.6367562012716,755.831203795211,656.849508084645,99.6367562012716,-15.6513681695531,-16.3290466885902,0,1.56768536103203,2.30309347913801,0.2
20260410_083313_ep02,68,13.4,2,247.333333333333,-10.6666666666667,214,246.171456901901,-10.8460578487663,213.948431307593,280.368375806144,64.8420018426147,270.631501381961,278.54789627002,63.7383356086987,269.805460874196,1001.10037515285,-0.324048535481075,301.738366449168,98.6462027935176,760.089111225588,726.089377597844,98.6462027935176,-18.1250584372338,-43.0404922035154,0,1.17677413642995,2.28354282153903,0.2
20260410_083313_ep02,69,13.6,2,244.666666666667,-21.3333333333333,208,246.204355005769,-20.8302720687824,208.851403970965,277.701709139477,54.175335175948,264.631501381961,275.007928703182,55.0594073767391,265.49079554439,1000.06959223494,0.966064621034309,299.946974805489,98.9793411874119,759.661950621038,727.892666499122,98.9793411874119,-18.2939622245148,-18.6382082460423,0,1.8282354295547,2.9625028527858,0.2
20260410_083313_ep02,70,13.8,2,242,-32,202,242.688753994325,-31.53617613867,203.19494109944,275.035042472811,43.5086685092814,258.631501381961,273.54664308331,44.1163086355217,258.868469099085,996.457927637414,-1.24680692480546,302.479032560249,98.8688499552043,760.882871300937,725.644829675238,98.8688499552043,-18.488560819384,-18.6399339090801,0,1.45512847204884,1.62502706581792,0.2
20260410_083313_ep02,71,14,2,239.333333333333,-42.6666666666667,196,239.785392787004,-41.9465584623235,194.158675338814,272.368375806144,32.8420018426147,252.631501381961,273.445890498049,35.6181987166031,253.89882252085,1004.84098172957,0.932819563498711,300.583376093211,103.528768213055,773.611602913759,733.703824814077,103.528768213055,-17.8134623346299,-17.3569720345342,0,2.0281494233678,3.23641929661292,0.2
20260410_083313_ep02,72,14.2,2,236.666666666667,-53.3333333333333,190,238.511849741703,-52.0862044027508,189.574576174034,269.701709139477,22.1753351759481,246.631501381961,269.649917300578,19.8290432369243,245.485544957724,998.965131921793,1.38049648669955,302.700815564339,96.2674323159581,770.678550707794,731.788643220003,96.2674323159581,-19.2859452906112,-21.2302804207589,0,2.26738099612689,2.61170143468874,0.2
20260410_083313_ep02,73,14.4,2,234,-64,184,232.501446142105,-64.8648587569015,183.814172646534,267.035042472811,11.5086685092814,240.631501381961,268.424742488841,7.63921477077328,241.535496258404,999.165022420435,-0.40524383947438,300.947459817281,99.3935365002578,778.234083107779,733.195643360459,99.3935365002578,-19.1418896061266,-19.7818866558152,0,1.74016554950897,4.20964904779996,0.2
20260410_083313_ep02,74,14.6,2,231.333333333333,-74.6666666666667,178,230.980482489692,-73.3562270164938,178.988087820445,264.368375806144,0.842001842614721,234.631501381961,262.931680725413,-0.0833234569775705,232.380937272287,998.490346071932,-1.70899242822483,297.594760948691,96.1280075593347,779.918110977509,738.445689109534,96.1280075593347,-18.7025346374408,-20.0990143692025,0,1.67871180835678,2.82583765931744,0.2
20260410_083313_ep02,75,14.8,2,228.666666666667,-85.3333333333333,172,229.348982926672,-85.6712412330342,172.021591950831,266,0,236,265.857462441819,1.32138110234435,235.20793304301,1001.46186437441,-1.17127865234858,301.548501270037,113.547783412583,787.448897142827,738.594016011466,113.547783412583,-14.3564400430613,-12.2645296635458,0,0.76171086357518,1.54717000923658,0.2
