run_id,step_idx,time_s,episode,r1_target_x,r1_target_y,r1_target_z,r1_meas_x,r1_meas_y,r1_meas_z,r2_target_x,r2_target_y,r2_target_z,r2_meas_x,r2_meas_y,r2_meas_z,kuka_x,kuka_y,kuka_z,dist_r1_r2,dist_r1_kuka,dist_r2_kuka,dist_min,reward_r1,reward_r2,in_collision,pos_err_r1,pos_err_r2,dt
20260410_081452_ep01,1,0,1,250,0,220,250.045000830285,1.5161430972342,220.448030000153,210,160,130,209.628610109257,158.035817730825,130.219424946771,1000.30936348046,4.876663671647,297.824076619542,185.129939113583,754.251257573923,822.633028443497,185.129939113583,0.965698965188795,0.751000841221881,0,1.5815959809807,2.01099222891453,0.2
20260410_081452_ep01,2,0.2,1,253.333333333333,-8,218,251.187532808253,-9.24406535709873,217.185423528312,216,141.333333333333,134,215.201052603315,139.915168274382,133.998005402883,1001.55673998937,-2.88362396027738,299.878843429483,174.538391964192,754.938808113168,816.249480595534,174.538391964192,-2.90388984229545,-4.41969768950297,0,2.61068828748221,1.62773248893011,0.2
20260410_081452_ep01,3,0.4,1,256.666666666667,-16,216,255.766375600906,-15.3126184224295,217.92919095584,222,122.666666666667,138,220.432029705407,123.668914068298,139.592689792618,1001.61649260151,-2.07915774224173,301.558485160923,163.404375057186,750.640646621692,807.64760973065,163.404375057186,-2.35797042141837,-5.0447924381885,0,2.23713995547154,2.44942676443102,0.2
20260410_081452_ep01,4,0.6,1,260,-24,214,261.334355520046,-24.7530604762993,213.846623065967,228,104,142,227.53001720411,104.486171983085,142.454176144556,996.824328786938,0.568543525792611,301.524509424124,151.467468365638,741.130282852891,792.411498066224,151.467468365638,-3.6204998262934,-5.4971655170744,0,1.53984714135384,0.814569208755756,0.2
20260410_081452_ep01,5,0.8,1,263.333333333333,-32,212,265.413443886466,-33.9955362471736,211.801822218414,234,85.3333333333333,146,236.660676703082,82.1885175373779,145.599257411368,1001.68998599026,-2.10042736291113,298.017608324319,136.778052192392,741.992996056511,784.605521262656,136.778052192392,-7.7992331164957,-11.9218721416941,0,2.88934235772612,4.13879952778068,0.2
20260410_081452_ep01,6,1,1,266.666666666667,-40,210,264.293530195429,-39.3715179797283,209.089618193925,240,66.6666666666667,150,238.222161648066,69.0271974067421,149.327505723474,1000.22588429363,-0.560374363742688,298.231501152726,126.497066536344,742.326754182238,779.528385195433,126.497066536344,-9.5554447235339,-11.6724726961808,0,2.61831269976637,3.03068690768415,0.2
20260410_081452_ep01,7,1.2,1,270,-48,208,271.275312117465,-48.6982074416982,208.443571342236,246,48,154,244.689051365444,48.6098908487959,155.25398623669,1001.52916780183,-4.0525697915972,297.982125403419,114.038709293761,737.076033639968,771.979027123234,114.038709293761,-13.9517799928021,-16.7870676707053,0,1.52008886722053,1.91390560156375,0.2
20260410_081452_ep01,8,1.4,1,273.333333333333,-56,206,272.927641321435,-55.0569516657931,205.439947292411,252,29.3333333333333,158,253.828676663803,29.6508410326666,158.138070438688,998.931893878755,-0.357642822780653,297.773994839403,98.8819910232573,733.893565481825,758.668244221818,98.8819910232573,-16.9958540562843,-20.8466612866454,0,1.16943798657554,1.86116440056033,0.2
20260410_081452_ep01,9,1.6,1,276.666666666667,-64,204,273.906028270769,-65.2360992001826,202.629241306221,255.376814850173,21.1594072659759,156.097833412889,255.618058114736,22.4801938754525,155.247310892735,997.326782260091,-1.43869103665172,297.895291161304,101.35899196947,732.450214585165,755.680084958888,101.35899196947,-18.2091804799598,-16.676054959697,0,3.32085003909673,1.58935966280724,0.2
20260410_081452_ep01,10,1.8,1,280,-72,202,282.655804106959,-71.0474355335541,201.949830084976,258.710148183506,13.1594072659759,154.097833412889,259.990174805116,12.8828225423377,155.418754983587,997.486048299237,-0.966047435009122,299.372173083481,98.606084611577,724.834320300253,751.541443436853,98.606084611577,-18.7263743730526,-18.2509320989907,0,2.82191274451379,1.86005404688037,0.2
