Time_s,RL_SpeedOverride,Reward,TrackingError_mm,EE_Velocity_mms,TorqueMag_Nm
5.7,0.99963504076004,0.0406494160784922,26.3035053586723,106.342220121297,95.7601448467352
5.73,0.99961918592453,0.0270157491416433,28.570846150637,75.5780263988252,95.7601448467352
5.76,0.999598264694214,0.0141309949017309,30.0262262727651,48.5126707376025,95.7601448467352
5.79,0.999571800231934,0.00173304019591454,30.8155339064555,26.3102544563459,95.7601448467352
5.82,0.999522745609283,-0.00307231120193876,31.1218333719986,10.2099821847693,86.2481746977052
5.85,0.99948126077652,-0.0155508992529058,31.167618227898,1.52616186331469,86.2481746977052
5.88,0.999431967735291,-0.0280300388365713,31.2136764539349,1.5723697606175,86.2481746977052
5.91,0.999485909938812,-0.0301757228674658,31.5218894232759,10.5191117858111,86.2481746977052
5.94,0.999531090259552,-0.0197173435880248,32.3167827670569,27.106855108221,86.2481746977052
5.97,0.999573647975922,0.0387184720918016,1.49932507915631,49.9814982321499,110.247206083313
6,0.999603927135468,0.0465673617406194,3.83531453672509,77.8663168901656,110.247206083313
6.03,0.999628961086273,0.0519754226967483,7.12217344346832,109.561964043255,110.247206083313
6.06,0.999649465084076,0.054799874674502,11.4405675334776,143.946469880657,110.247206083313
6.09,0.999666035175323,0.0549523302524811,16.8398247846881,179.975241820012,110.247206083313
6.12,0.99968147277832,0.0490524112702108,23.3402567179043,216.681064507221,111.999371739425
6.15,0.999691843986511,0.039789910841041,30.9354797111279,253.174099816532,111.999371739425
6.18,0.999699831008911,0.0165827099436346,39.5947363157881,288.641886850511,111.999371739425
6.21,0.999705731868744,-0.00771233623115875,49.2652165733908,322.349341940078,111.999371739425
6.24,0.999709665775299,-0.0329648412091134,59.8743793322896,353.63875864446,111.999371739425
6.27,0.999716520309448,-0.0538206924851728,71.3322735645005,381.929807751181,116.330817713735
6.3,0.99971741437912,-0.0804747703868979,83.5338596825382,406.719537276179,116.330817713735
6.33,0.999716997146606,-0.107525878767032,96.3613308562539,427.582372463616,116.330817713735
6.36,0.999715387821198,-0.134742472236775,109.686434329682,444.170115786012,116.330817713735
6.39,0.999712765216827,-0.161878984341649,123.372792737887,456.211946944246,116.330817713735
6.42,0.999543786048889,0.016904451046666,14.16065740246,463.514422867556,72.2687339527807
6.45,0.999537169933319,-0.00924418616249795,28.1356070124121,465.961477713344,72.2687339527807
6.48,0.999553024768829,-0.0345811428371799,42.0397348904102,463.514422867556,72.2687339527807
6.51,0.999589025974274,-0.0587937986886477,55.7254449029724,456.211946944246,72.2687339527807
6.54,0.999620676040649,-0.0816227944251069,69.0501640383567,444.170115786007,72.2687339527807
6.57,0.999709010124207,-0.0906066406222935,81.877383403161,427.582372463621,123.935105187828
6.6,0.999728560447693,-0.109943847885322,94.0787937216179,406.719537276178,123.935105187828
6.63,0.999745011329651,-0.127236759358829,105.5365598783,381.929807751183,123.935105187828
6.66,0.999755144119263,-0.14227697138398,116.145626579982,353.638758644447,123.935105187828
6.69,0.999760925769806,-0.154903864297282,125.816033392629,322.349341940078,123.935105187828
6.72,0.99972665309906,-0.158981871849855,134.475233196827,288.641886850526,83.2289671291351
6.75,0.999728441238403,-0.166415614759311,142.070412069798,253.174099816529,83.2289671291351
6.78,0.999727606773376,-0.171163967120215,148.570809825894,216.681064507214,83.2289671291351
6.81,0.99972403049469,-0.173207144425826,153.970040885396,179.975241820017,83.2289671291351
6.84,0.999717533588409,-0.185341820147876,158.288415316879,143.946469880664,83.2289671291351
6.87,0.999570071697235,0.079344124516608,13.0039896587809,109.561964043251,73.2171422277096
6.9,0.999550342559814,0.0653363148258132,15.3399791654613,77.8663168901729,73.2171422277096
6.93,0.999524652957916,0.0520599837130279,16.8394241124132,49.9814982321373,73.2171422277096
6.96,0.999492168426514,0.0392847629400661,17.6526297656543,27.1068551082314,73.2171422277096
